HYID8086500|17733000	0.015	0.551	0.264	0.170	HYID8086000|17730500	0.000	0.125	0.000	0.000	0.125	0.125	0.125	0.000	0.250	0.000	0.125	0.125	0.000	0.000	0.000	0	3	1	1	0	1	0	0	1	1	1	0	2	0	1	1	0	0	0
HYID8086000|17732000	0.583	0.037	0.195	0.185	HYID8089000|17733000	0.062	0.000	0.062	0.125	0.062	0.062	0.000	0.000	0.125	0.000	0.000	0.125	0.188	0.062	0.125	10	1	3	3	1	0	1	2	1	1	0	0	2	0	0	2	3	1	2
HYID8087000|17731500	0.068	0.505	0.212	0.216	HYID8089500|17733000	0.667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.333	0	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HYID8087500|17731500	0.212	0.120	0.094	0.574	HYID8087500|17732000	0.045	0.045	0.045	0.000	0.182	0.182	0.318	0.000	0.045	0.000	0.000	0.000	0.045	0.000	0.091	3	2	1	8	1	1	1	0	4	4	7	0	1	0	0	0	1	0	2
HYID8088500|17730500	0.044	0.018	0.866	0.072	HYID8086500|17730500	0.133	0.000	0.067	0.200	0.067	0.000	0.067	0.000	0.133	0.000	0.133	0.067	0.000	0.067	0.067	1	0	19	2	2	0	1	3	1	0	1	0	2	0	2	1	0	1	1
HYID8088500|17730000	0.248	0.518	0.138	0.096	HYID8086500|17730500	0.385	0.000	0.000	0.000	0.000	0.000	0.154	0.000	0.000	0.308	0.000	0.000	0.077	0.077	0.000	4	9	2	2	5	0	0	0	0	0	2	0	0	4	0	0	1	1	0
HYID8086500|17732000	0.190	0.080	0.158	0.573	HYID8086500|17731000	0.105	0.026	0.053	0.184	0.000	0.000	0.079	0.105	0.053	0.079	0.000	0.053	0.053	0.211	0.000	11	5	9	32	4	1	2	7	0	0	3	4	2	3	0	2	2	8	0
HYID8088500|17733000	0.448	0.280	0.242	0.030	HYID8087000|17732000	0.100	0.000	0.000	0.000	0.000	0.000	0.050	0.050	0.100	0.100	0.000	0.100	0.150	0.350	0.000	11	7	6	1	2	0	0	0	0	0	1	1	2	2	0	2	3	7	0
HYID8087500|17730000	0.312	0.033	0.643	0.013	HYID8086500|17730500	0.000	0.125	0.156	0.031	0.000	0.031	0.031	0.031	0.031	0.031	0.031	0.000	0.062	0.125	0.312	14	1	28	1	0	4	5	1	0	1	1	1	1	1	1	0	2	4	10
HYID8087500|17733000	0.688	0.146	0.080	0.086	HYID8087500|17731500	0.333	0.000	0.000	0.000	0.222	0.000	0.000	0.111	0.000	0.111	0.222	0.000	0.000	0.000	0.000	7	1	1	1	3	0	0	0	2	0	0	1	0	1	2	0	0	0	0
HYID8086500|17733000	0.113	0.225	0.382	0.279	HYID8089000|17730000	0.095	0.000	0.238	0.000	0.048	0.000	0.000	0.095	0.095	0.238	0.143	0.000	0.048	0.000	0.000	3	6	11	8	2	0	5	0	1	0	0	2	2	5	3	0	1	0	0
HYID8086000|17731000	0.122	0.450	0.234	0.194	HYID8086000|17732000	0.000	0.081	0.027	0.122	0.068	0.054	0.135	0.041	0.000	0.014	0.054	0.176	0.068	0.162	0.000	6	20	11	9	0	6	2	9	5	4	10	3	0	1	4	13	5	12	0
HYID8088500|17732000	0.239	0.220	0.192	0.349	HYID8086500|17730000	0.000	0.167	0.000	0.167	0.000	0.167	0.000	0.167	0.000	0.000	0.000	0.167	0.167	0.000	0.000	1	1	1	2	0	1	0	1	0	1	0	1	0	0	0	1	1	0	0
HYID8086500|17730500	0.026	0.040	0.573	0.361	HYID8087000|17732500	0.429	0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.143	0.000	0.143	0.000	0.143	0	0	5	3	3	1	0	0	0	0	0	0	0	0	1	0	1	0	1
HYID8088500|17732500	0.169	0.537	0.267	0.028	HYID8087500|17730000	0.086	0.200	0.000	0.029	0.057	0.057	0.057	0.114	0.029	0.029	0.057	0.029	0.029	0.229	0.000	3	11	5	1	3	7	0	1	2	2	2	4	1	1	2	1	1	8	0
HYID8087000|17732500	0.123	0.164	0.230	0.484	HYID8087500|17730500	0.083	0.000	0.083	0.083	0.083	0.000	0.083	0.167	0.000	0.000	0.167	0.250	0.000	0.000	0.000	1	2	2	5	1	0	1	1	1	0	1	2	0	0	2	3	0	0	0
HYID8088500|17731000	0.008	0.689	0.051	0.251	HYID8087000|17730500	0.041	0.000	0.082	0.082	0.082	0.082	0.020	0.245	0.061	0.082	0.041	0.041	0.020	0.041	0.082	0	24	2	9	2	0	4	4	4	4	1	12	3	4	2	2	1	2	4
HYID8088000|17730000	0.069	0.744	0.124	0.063	HYID8086500|17733000	0.375	0.000	0.000	0.000	0.125	0.000	0.125	0.000	0.000	0.125	0.000	0.000	0.000	0.250	0.000	0	5	1	0	3	0	0	0	1	0	1	0	0	1	0	0	0	2	0
HYID8087000|17733500	0.256	0.028	0.376	0.340	HYID8087500|17730000	0.029	0.088	0.059	0.176	0.029	0.000	0.029	0.059	0.118	0.000	0.206	0.059	0.029	0.000	0.118	6	1	9	8	1	3	2	6	1	0	1	2	4	0	7	2	1	0	4
HYID8087000|17731500	0.261	0.308	0.306	0.126	HYID8086500|17731500	0.000	0.000	0.032	0.065	0.000	0.097	0.065	0.065	0.226	0.097	0.000	0.032	0.032	0.032	0.258	6	7	7	3	0	0	1	2	0	3	2	2	7	3	0	1	1	1	8
HYID8088500|17733000	0.030	0.061	0.600	0.309	HYID8087500|17732000	0.095	0.048	0.048	0.000	0.000	0.048	0.095	0.048	0.000	0.095	0.048	0.143	0.048	0.143	0.143	0	1	10	5	2	1	1	0	0	1	2	1	0	2	1	3	1	3	3
HYID8086000|17732500	0.162	0.604	0.060	0.174	HYID8089000|17731500	0.051	0.000	0.026	0.179	0.000	0.205	0.026	0.077	0.103	0.000	0.026	0.026	0.128	0.103	0.051	7	26	3	7	2	0	1	7	0	8	1	3	4	0	1	1	5	4	2
HYID8089000|17732500	0.424	0.065	0.320	0.191	HYID8086000|17732500	0.222	0.111	0.111	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.111	0.111	0.111	0.111	0.111	2	0	2	1	2	1	1	0	0	0	0	0	0	0	1	1	1	1	1
HYID8088500|17732500	0.101	0.184	0.551	0.163	HYID8086000|17733000	0.500	0.000	0.000	0.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.167	0.167	0.000	0.000	0	1	2	1	3	0	0	1	0	0	0	0	0	0	0	1	1	0	0
HYID8087500|17730500	0.262	0.391	0.123	0.223	HYID8089500|17731000	0.000	0.200	0.100	0.100	0.100	0.000	0.000	0.000	0.100	0.100	0.000	0.200	0.000	0.100	0.000	2	3	1	2	0	2	1	1	1	0	0	0	1	1	0	2	0	1	0
HYID8088500|17731000	0.126	0.196	0.472	0.206	HYID8086500|17733000	0.118	0.118	0.059	0.118	0.000	0.000	0.000	0.059	0.059	0.059	0.176	0.118	0.118	0.000	0.000	2	3	8	3	2	2	1	2	0	0	0	1	1	1	3	2	2	0	0
HYID8088000|17731500	0.002	0.008	0.803	0.187	HYID8087500|17731000	0.429	0.000	0.143	0.000	0.000	0.143	0.143	0.000	0.143	0.000	0.000	0.000	0.000	0.000	0.000	0	0	3	1	3	0	1	0	0	1	1	0	1	0	0	0	0	0	0
HYID8088500|17731500	0.280	0.486	0.183	0.050	HYID8087500|17733500	0.091	0.045	0.000	0.364	0.045	0.000	0.091	0.045	0.000	0.091	0.000	0.136	0.000	0.045	0.045	9	16	6	2	2	1	0	8	1	0	2	1	0	2	0	3	0	1	1
HYID8087000|17730000	0.194	0.142	0.239	0.424	HYID8089000|17731500	0.250	0.250	0.125	0.000	0.125	0.000	0.125	0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1	1	2	3	2	2	1	0	1	0	1	1	0	0	0	0	0	0	0
HYID8086000|17732000	0.012	0.005	0.714	0.269	HYID8088000|17732500	0.143	0.029	0.429	0.057	0.057	0.086	0.000	0.000	0.086	0.000	0.029	0.029	0.057	0.000	0.000	0	0	20	7	5	1	15	2	2	3	0	0	3	0	1	1	2	0	0
HYID8086500|17730500	0.385	0.016	0.207	0.391	HYID8088000|17733000	0.500	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HYID8088000|17732500	0.460	0.191	0.217	0.132	HYID8089500|17732500	0.000	0.000	0.111	0.000	0.111	0.111	0.111	0.111	0.000	0.333	0.000	0.000	0.000	0.000	0.111	6	2	3	2	0	0	1	0	1	1	1	1	0	3	0	0	0	0	1
HYID8086000|17732500	0.068	0.469	0.263	0.201	HYID8087500|17733000	0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.250	0.250	0.000	0.000	0.000	0.000	0.000	0.250	0	2	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1
HYID8089500|17733000	0.252	0.076	0.649	0.023	HYID8086000|17732000	0.400	0.000	0.200	0.200	0.000	0.000	0.000	0.000	0.000	0.200	0.000	0.000	0.000	0.000	0.000	1	0	2	0	2	0	1	1	0	0	0	0	0	1	0	0	0	0	0
HYID8088000|17732500	0.626	0.019	0.152	0.203	HYID8087000|17730000	0.000	0.067	0.067	0.000	0.267	0.067	0.000	0.000	0.067	0.067	0.000	0.133	0.133	0.067	0.067	10	0	2	3	0	1	1	0	4	1	0	0	1	1	0	2	2	1	1
HYID8088500|17731000	0.253	0.207	0.497	0.044	HYID8088500|17731500	0.040	0.000	0.080	0.000	0.040	0.040	0.120	0.000	0.160	0.200	0.040	0.080	0.000	0.080	0.120	6	5	12	1	1	0	2	0	1	1	3	0	4	5	1	2	0	2	3
HYID8087000|17733500	0.136	0.088	0.117	0.659	HYID8087000|17730500	0.111	0.000	0.111	0.111	0.000	0.000	0.222	0.222	0.111	0.000	0.000	0.000	0.111	0.000	0.000	1	1	1	5	1	0	1	1	0	0	2	2	1	0	0	0	1	0	0
HYID8086000|17731500	0.250	0.565	0.129	0.056	HYID8088500|17733000	0.100	0.000	0.000	0.100	0.100	0.000	0.100	0.100	0.100	0.000	0.100	0.100	0.200	0.000	0.000	4	8	2	1	1	0	0	1	1	0	1	1	1	0	1	1	2	0	0
HYID8087500|17731000	0.331	0.080	0.397	0.191	HYID8089000|17730500	0.000	0.250	0.000	0.050	0.000	0.000	0.250	0.050	0.050	0.100	0.000	0.150	0.050	0.000	0.050	9	2	11	5	0	5	0	1	0	0	5	1	1	2	0	3	1	0	1
HYID8089000|17733000	0.162	0.549	0.245	0.043	HYID8088500|17730500	0.333	0.000	0.000	0.000	0.000	0.167	0.167	0.167	0.000	0.000	0.000	0.167	0.000	0.000	0.000	1	4	2	0	2	0	0	0	0	1	1	1	0	0	0	1	0	0	0
HYID8089000|17731000	0.073	0.094	0.148	0.685	HYID8089000|17730500	0.120	0.060	0.020	0.040	0.000	0.220	0.020	0.160	0.180	0.000	0.020	0.140	0.020	0.000	0.000	2	3	4	19	6	3	1	2	0	11	1	8	9	0	1	7	1	0	0
HYID8088000|17730000	0.022	0.340	0.599	0.039	HYID8089000|17732000	0.000	0.000	0.000	0.042	0.250	0.083	0.083	0.042	0.000	0.000	0.083	0.042	0.042	0.042	0.292	1	8	15	1	0	0	0	1	6	2	2	1	0	0	2	1	1	1	7
HYID8088000|17731500	0.464	0.082	0.005	0.448	HYID8087000|17732000	0.038	0.000	0.000	0.500	0.000	0.000	0.000	0.154	0.038	0.000	0.000	0.038	0.077	0.077	0.077	18	3	0	17	1	0	0	13	0	0	0	4	1	0	0	1	2	2	2
HYID8089500|17732500	0.546	0.101	0.245	0.109	HYID8086000|17733500	0.062	0.000	0.000	0.188	0.062	0.188	0.000	0.125	0.062	0.000	0.062	0.062	0.125	0.000	0.062	12	2	6	2	1	0	0	3	1	3	0	2	1	0	1	1	2	0	1
HYID8087500|17730500	0.392	0.294	0.077	0.237	HYID8086000|17731500	0.053	0.105	0.053	0.211	0.053	0.000	0.053	0.000	0.263	0.000	0.053	0.053	0.000	0.105	0.000	5	4	1	3	1	2	1	4	1	0	1	0	5	0	1	1	0	2	0
HYID8087500|17731500	0.587	0.075	0.185	0.153	HYID8086000|17731000	0.123	0.000	0.062	0.198	0.049	0.049	0.086	0.049	0.025	0.074	0.000	0.185	0.086	0.012	0.000	33	4	10	9	10	0	5	16	4	4	7	4	2	6	0	15	7	1	0
HYID8089500|17730000	0.568	0.006	0.371	0.055	HYID8087000|17730000	0.083	0.000	0.250	0.000	0.000	0.000	0.000	0.000	0.083	0.083	0.000	0.083	0.000	0.250	0.167	4	0	3	0	1	0	3	0	0	0	0	0	1	1	0	1	0	3	2
HYID8086500|17732500	0.011	0.125	0.172	0.691	HYID8086000|17730000	0.200	0.000	0.000	0.100	0.100	0.000	0.000	0.000	0.000	0.100	0.200	0.000	0.100	0.100	0.100	0	2	2	9	2	0	0	1	1	0	0	0	0	1	2	0	1	1	1
HYID8088000|17731500	0.034	0.715	0.233	0.019	HYID8089000|17731000	0.000	0.100	0.000	0.100	0.000	0.000	0.000	0.100	0.000	0.100	0.200	0.300	0.100	0.000	0.000	0	7	2	0	0	1	0	1	0	0	0	1	0	1	2	3	1	0	0
HYID8087500|17731000	0.305	0.120	0.553	0.022	HYID8089500|17733000	0.600	0.000	0.000	0.000	0.000	0.000	0.000	0.200	0.000	0.000	0.000	0.000	0.000	0.200	0.000	1	1	2	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1	0
HYID8088500|17730500	0.788	0.024	0.124	0.064	HYID8089500|17731500	0.333	0.167	0.167	0.000	0.000	0.000	0.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.167	4	0	1	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	1
HYID8086500|17732000	0.607	0.181	0.154	0.058	HYID8088500|17733000	0.286	0.143	0.000	0.000	0.000	0.000	0.286	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.286	3	1	1	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0	2
HYID8086000|17732500	0.005	0.129	0.107	0.759	HYID8089000|17730000	0.100	0.000	0.000	0.200	0.100	0.100	0.000	0.300	0.000	0.000	0.000	0.100	0.000	0.000	0.100	0	2	1	10	1	0	0	2	1	1	0	3	0	0	0	1	0	0	1
HYID8086000|17733500	0.158	0.406	0.152	0.284	HYID8088500|17730000	0.077	0.154	0.000	0.000	0.077	0.000	0.231	0.077	0.077	0.000	0.077	0.077	0.154	0.000	0.000	2	5	2	3	1	2	0	0	1	0	3	1	1	0	1	1	2	0	0
HYID8087000|17731500	0.183	0.150	0.222	0.446	HYID8087000|17733000	0.059	0.059	0.000	0.059	0.118	0.000	0.000	0.176	0.059	0.000	0.294	0.059	0.000	0.059	0.059	2	2	3	6	1	1	0	1	2	0	0	3	1	0	5	1	0	1	1
HYID8086500|17730500	0.220	0.073	0.299	0.408	HYID8089000|17730000	0.429	0.143	0.000	0.000	0.143	0.000	0.000	0.000	0.143	0.000	0.143	0.000	0.000	0.000	0.000	2	1	3	3	3	1	0	0	1	0	0	0	1	0	1	0	0	0	0
HYID8086500|17733000	0.098	0.172	0.430	0.300	HYID8087500|17730000	0.043	0.174	0.000	0.000	0.043	0.000	0.043	0.043	0.000	0.261	0.000	0.000	0.043	0.087	0.261	3	4	11	8	1	4	0	0	1	0	1	1	0	6	0	0	1	2	6
HYID8088500|17732000	0.390	0.036	0.281	0.294	HYID8086000|17731500	0.130	0.130	0.087	0.130	0.000	0.261	0.043	0.043	0.000	0.000	0.043	0.087	0.043	0.000	0.000	11	1	8	8	3	3	2	3	0	6	1	1	0	0	1	2	1	0	0
HYID8087000|17732500	0.420	0.140	0.115	0.325	HYID8089500|17733000	0.182	0.182	0.091	0.091	0.000	0.000	0.091	0.091	0.000	0.091	0.000	0.182	0.000	0.000	0.000	6	2	2	5	2	2	1	1	0	0	1	1	0	1	0	2	0	0	0
HYID8088500|17730000	0.235	0.368	0.214	0.183	HYID8086500|17732500	0.429	0.143	0.000	0.000	0.143	0.000	0.000	0.000	0.000	0.000	0.143	0.000	0.000	0.143	0.000	1	2	1	1	3	1	0	0	1	0	0	0	0	0	1	0	0	1	0
HYID8087000|17731000	0.084	0.059	0.388	0.469	HYID8088500|17730000	0.043	0.000	0.000	0.000	0.087	0.087	0.304	0.174	0.000	0.043	0.174	0.000	0.000	0.000	0.087	1	1	4	5	1	0	0	0	2	2	7	4	0	1	4	0	0	0	2
HYID8089000|17732500	0.027	0.122	0.363	0.488	HYID8087000|17733000	0.000	0.188	0.062	0.062	0.188	0.062	0.062	0.125	0.000	0.062	0.000	0.062	0.000	0.062	0.062	0	1	3	4	0	3	1	1	3	1	1	2	0	1	0	1	0	1	1
HYID8086500|17733000	0.035	0.423	0.417	0.126	HYID8087000|17733000	0.222	0.000	0.000	0.000	0.000	0.000	0.000	0.111	0.000	0.222	0.000	0.333	0.000	0.000	0.111	0	5	5	1	2	0	0	0	0	0	0	1	0	2	0	3	0	0	1
HYID8087000|17731500	0.598	0.252	0.122	0.029	HYID8086000|17733000	0.000	0.071	0.000	0.286	0.071	0.000	0.000	0.071	0.000	0.071	0.000	0.429	0.000	0.000	0.000	12	5	2	1	0	1	0	4	1	0	0	1	0	1	0	6	0	0	0
HYID8086000|17733000	0.133	0.185	0.228	0.454	HYID8089000|17733000	0.214	0.143	0.071	0.071	0.000	0.000	0.071	0.000	0.000	0.000	0.000	0.143	0.071	0.214	0.000	2	2	3	5	3	2	1	1	0	0	1	0	0	0	0	2	1	3	0
HYID8087000|17733000	0.172	0.119	0.385	0.323	HYID8089000|17730500	0.600	0.000	0.000	0.000	0.000	0.200	0.000	0.000	0.000	0.000	0.000	0.000	0.200	0.000	0.000	1	1	2	2	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0
HYID8089500|17731000	0.095	0.254	0.069	0.582	HYID8087000|17733500	0.167	0.167	0.083	0.000	0.083	0.000	0.083	0.000	0.000	0.250	0.083	0.000	0.083	0.000	0.000	1	4	1	9	2	2	1	0	1	0	1	0	0	3	1	0	1	0	0
HYID8088500|17733000	0.406	0.262	0.002	0.330	HYID8087500|17731000	0.500	0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.250	0.000	0.000	0.000	0.000	2	2	0	2	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0
HYID8086500|17731000	0.411	0.368	0.103	0.118	HYID8086000|17733000	0.195	0.146	0.049	0.073	0.073	0.122	0.049	0.000	0.049	0.000	0.049	0.024	0.049	0.073	0.049	16	15	4	5	8	6	2	3	3	5	2	0	2	0	2	1	2	3	2
HYID8089000|17730500	0.178	0.108	0.263	0.451	HYID8087000|17732000	0.059	0.118	0.059	0.000	0.029	0.235	0.088	0.059	0.059	0.059	0.059	0.176	0.000	0.000	0.000	4	2	6	10	2	4	2	0	1	8	3	2	2	2	2	6	0	0	0
HYID8086000|17732500	0.545	0.218	0.117	0.120	HYID8089000|17732500	0.000	0.000	0.000	0.000	0.000	0.111	0.111	0.000	0.111	0.111	0.333	0.000	0.000	0.111	0.111	6	2	1	1	0	0	0	0	0	1	1	0	1	1	3	0	0	1	1
HYID8089000|17732000	0.131	0.713	0.028	0.128	HYID8088500|17732000	0.079	0.000	0.026	0.053	0.105	0.026	0.079	0.000	0.026	0.000	0.000	0.237	0.263	0.026	0.079	7	36	1	6	3	0	1	2	4	1	3	0	1	0	0	9	10	1	3
HYID8086000|17730500	0.099	0.415	0.483	0.002	HYID8089000|17732000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HYID8086500|17733000	0.473	0.139	0.359	0.030	HYID8088000|17732000	0.000	0.000	0.167	0.000	0.000	0.000	0.167	0.167	0.167	0.000	0.000	0.167	0.000	0.000	0.167	4	1	3	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1
HYID8087500|17730500	0.624	0.191	0.033	0.151	HYID8089000|17732500	0.100	0.000	0.000	0.100	0.100	0.000	0.000	0.100	0.200	0.200	0.000	0.000	0.100	0.100	0.000	5	2	0	1	1	0	0	1	1	0	0	1	2	2	0	0	1	1	0
